Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.407204 8.68089 0.0194333 26.1606
1 Model_1_goa_re_2021.dat 2022 0.787454 0.945656 0.487002 8.61655 0.023413 26.0948
1 Model_1_goa_re_2021.dat 2023 0.775044 0.93076 0.775044 8.48982 0.0381281 25.9274
1 Model_1_goa_re_2021.dat 2024 0.75829 0.910648 0.75829 8.29253 0.0381281 25.494
1 Model_1_goa_re_2021.dat 2025 0.749847 0.900513 0.749847 8.11572 0.0381281 25.0992
1 Model_1_goa_re_2021.dat 2026 0.749787 0.900414 0.749787 7.94846 0.0381281 24.7574
1 Model_1_goa_re_2021.dat 2027 0.728367 0.874697 0.728367 7.78238 0.0381281 24.3999
1 Model_1_goa_re_2021.dat 2028 0.7081 0.850369 0.7081 7.61725 0.0381281 24.0829
1 Model_1_goa_re_2021.dat 2029 0.691606 0.830568 0.691606 7.45582 0.0381281 23.793
1 Model_1_goa_re_2021.dat 2030 0.677099 0.81315 0.677099 7.30149 0.0381281 23.5475
1 Model_1_goa_re_2021.dat 2031 0.663709 0.797075 0.663709 7.15995 0.0381281 23.3619
1 Model_1_goa_re_2021.dat 2032 0.652708 0.783868 0.652708 7.02802 0.0381281 23.189
1 Model_1_goa_re_2021.dat 2033 0.644504 0.774022 0.644504 6.91771 0.0381281 23.0361
1 Model_1_goa_re_2021.dat 2034 0.640759 0.769536 0.640759 6.8297 0.0381281 22.8869
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.407204 8.68089 0.0194333 26.1606
1 Model_1_goa_re_2021.dat 2022 0.787453 0.945654 0.487002 8.61655 0.023413 26.0144
1 Model_1_goa_re_2021.dat 2023 0.775038 0.930753 0.775038 8.48982 0.0381281 25.7903
1 Model_1_goa_re_2021.dat 2024 0.758263 0.910617 0.758263 8.29253 0.0381281 25.2869
1 Model_1_goa_re_2021.dat 2025 0.749751 0.900398 0.749751 8.11571 0.0381281 24.8177
1 Model_1_goa_re_2021.dat 2026 0.749487 0.900052 0.749487 7.94826 0.0381281 24.3902
1 Model_1_goa_re_2021.dat 2027 0.727586 0.873756 0.727586 7.78191 0.0381281 23.9717
1 Model_1_goa_re_2021.dat 2028 0.706508 0.848451 0.706508 7.61616 0.0381281 23.5999
1 Model_1_goa_re_2021.dat 2029 0.689317 0.82781 0.689317 7.45269 0.0381281 23.2383
1 Model_1_goa_re_2021.dat 2030 0.674635 0.810181 0.674635 7.29355 0.0381281 22.9099
1 Model_1_goa_re_2021.dat 2031 0.661275 0.794142 0.661275 7.14333 0.0381281 22.6001
1 Model_1_goa_re_2021.dat 2032 0.650161 0.780799 0.650161 6.99559 0.0381281 22.3654
1 Model_1_goa_re_2021.dat 2033 0.640584 0.769299 0.640584 6.86115 0.0381281 22.1629
1 Model_1_goa_re_2021.dat 2034 0.631152 0.757969 0.631152 6.74015 0.0381281 21.9845
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.407204 8.68089 0.0194333 26.1606
1 Model_1_goa_re_2021.dat 2022 0.787454 0.945655 0.487002 8.61655 0.023413 26.0818
1 Model_1_goa_re_2021.dat 2023 0.775043 0.930759 0.775043 8.48982 0.0381281 25.9135
1 Model_1_goa_re_2021.dat 2024 0.758286 0.910644 0.758286 8.29253 0.0381281 25.4794
1 Model_1_goa_re_2021.dat 2025 0.749834 0.900498 0.749834 8.11572 0.0381281 25.0987
1 Model_1_goa_re_2021.dat 2026 0.74975 0.90037 0.74975 7.94843 0.0381281 24.7111
1 Model_1_goa_re_2021.dat 2027 0.728278 0.87459 0.728278 7.78232 0.0381281 24.3552
1 Model_1_goa_re_2021.dat 2028 0.707943 0.85018 0.707943 7.61714 0.0381281 24.0365
1 Model_1_goa_re_2021.dat 2029 0.691447 0.830377 0.691447 7.45549 0.0381281 23.7467
1 Model_1_goa_re_2021.dat 2030 0.67701 0.813044 0.67701 7.30055 0.0381281 23.5187
1 Model_1_goa_re_2021.dat 2031 0.663588 0.79693 0.663588 7.15821 0.0381281 23.3383
1 Model_1_goa_re_2021.dat 2032 0.652343 0.783428 0.652343 7.02499 0.0381281 23.2115
1 Model_1_goa_re_2021.dat 2033 0.643836 0.773218 0.643836 6.9127 0.0381281 23.1131
1 Model_1_goa_re_2021.dat 2034 0.639628 0.768175 0.639628 6.82196 0.0381281 23.0685
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.407204 8.68089 0.0194333 26.1606
1 Model_1_goa_re_2021.dat 2022 0.787453 0.945654 0.487002 8.61655 0.023413 26.0262
1 Model_1_goa_re_2021.dat 2023 0.775039 0.930754 0.775039 8.48982 0.0381281 25.8464
1 Model_1_goa_re_2021.dat 2024 0.75827 0.910625 0.75827 8.29253 0.0381281 25.3825
1 Model_1_goa_re_2021.dat 2025 0.749778 0.90043 0.749778 8.11571 0.0381281 25.0022
1 Model_1_goa_re_2021.dat 2026 0.749578 0.900163 0.749578 7.94829 0.0381281 24.6621
1 Model_1_goa_re_2021.dat 2027 0.727854 0.874079 0.727854 7.78207 0.0381281 24.3235
1 Model_1_goa_re_2021.dat 2028 0.707159 0.849235 0.707159 7.61654 0.0381281 24.0516
1 Model_1_goa_re_2021.dat 2029 0.690573 0.829324 0.690573 7.45377 0.0381281 23.8098
1 Model_1_goa_re_2021.dat 2030 0.676544 0.812482 0.676544 7.29644 0.0381281 23.5953
1 Model_1_goa_re_2021.dat 2031 0.663767 0.797145 0.663767 7.15007 0.0381281 23.374
1 Model_1_goa_re_2021.dat 2032 0.65311 0.784352 0.65311 7.00995 0.0381281 23.1947
1 Model_1_goa_re_2021.dat 2033 0.643987 0.7734 0.643987 6.88938 0.0381281 23.0103
1 Model_1_goa_re_2021.dat 2034 0.636219 0.764074 0.636219 6.78986 0.0381281 22.8278
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.407204 8.68089 0.0194333 26.1606
1 Model_1_goa_re_2021.dat 2022 0.787453 0.945654 0.487002 8.61655 0.023413 26.0251
1 Model_1_goa_re_2021.dat 2023 0.775038 0.930753 0.775038 8.48982 0.0381281 25.7947
1 Model_1_goa_re_2021.dat 2024 0.758266 0.91062 0.758266 8.29253 0.0381281 25.297
1 Model_1_goa_re_2021.dat 2025 0.749759 0.900408 0.749759 8.11571 0.0381281 24.8002
1 Model_1_goa_re_2021.dat 2026 0.749509 0.900079 0.749509 7.94829 0.0381281 24.316
1 Model_1_goa_re_2021.dat 2027 0.727632 0.873812 0.727632 7.78193 0.0381281 23.8574
