Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44296 0.418805 12.4609 0.0137612 40.2337
1 Model_1_goa_re_2019.dat 2021 1.2086 1.4521 0.61264 12.497 0.0200649 40.4859
1 Model_1_goa_re_2019.dat 2022 1.21659 1.46168 0.605254 12.5077 0.0196885 40.5417
1 Model_1_goa_re_2019.dat 2023 1.20884 1.45238 1.20884 12.4405 0.0399647 40.5971
1 Model_1_goa_re_2019.dat 2024 1.1911 1.43109 1.1911 12.2385 0.0399647 40.0809
1 Model_1_goa_re_2019.dat 2025 1.191 1.43098 1.191 12.0733 0.0399647 39.5284
1 Model_1_goa_re_2019.dat 2026 1.21465 1.45932 1.21465 11.9202 0.0399647 38.978
1 Model_1_goa_re_2019.dat 2027 1.18173 1.41978 1.18173 11.761 0.0399647 38.3905
1 Model_1_goa_re_2019.dat 2028 1.15001 1.38168 1.15001 11.5952 0.0399647 37.8623
1 Model_1_goa_re_2019.dat 2029 1.12627 1.35316 1.12627 11.4223 0.0399647 37.4234
1 Model_1_goa_re_2019.dat 2030 1.10513 1.32777 1.10513 11.2534 0.0399647 36.9912
1 Model_1_goa_re_2019.dat 2031 1.0835 1.30179 1.0835 11.0955 0.0399647 36.5832
1 Model_1_goa_re_2019.dat 2032 1.06906 1.28447 1.06906 10.9332 0.0399647 36.182
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44295 0.418805 12.4609 0.0137612 40.0978
1 Model_1_goa_re_2019.dat 2021 1.20859 1.45209 0.61264 12.497 0.0200651 40.2537
1 Model_1_goa_re_2019.dat 2022 1.21655 1.46163 0.605254 12.5077 0.019689 40.1912
1 Model_1_goa_re_2019.dat 2023 1.20872 1.45223 1.20872 12.4404 0.0399647 40.1209
1 Model_1_goa_re_2019.dat 2024 1.19072 1.43063 1.19072 12.2381 0.0399647 39.4601
1 Model_1_goa_re_2019.dat 2025 1.19004 1.42983 1.19004 12.0725 0.0399647 38.8031
1 Model_1_goa_re_2019.dat 2026 1.21273 1.457 1.21273 11.9184 0.0399647 38.1588
1 Model_1_goa_re_2019.dat 2027 1.17883 1.41629 1.17883 11.7558 0.0399647 37.4508
1 Model_1_goa_re_2019.dat 2028 1.14677 1.37777 1.14677 11.5819 0.0399647 36.783
1 Model_1_goa_re_2019.dat 2029 1.12303 1.34926 1.12303 11.3944 0.0399647 36.1351
1 Model_1_goa_re_2019.dat 2030 1.10158 1.32349 1.10158 11.199 0.0399647 35.601
1 Model_1_goa_re_2019.dat 2031 1.07755 1.29462 1.07755 11.0007 0.0399647 35.1122
1 Model_1_goa_re_2019.dat 2032 1.05307 1.26521 1.05307 10.7831 0.0399647 34.664
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44296 0.418805 12.4609 0.0137612 40.2109
1 Model_1_goa_re_2019.dat 2021 1.20859 1.4521 0.61264 12.497 0.0200649 40.4602
1 Model_1_goa_re_2019.dat 2022 1.21658 1.46167 0.605254 12.5077 0.0196886 40.5134
