Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44296 0.418805 12.4609 0.0137612 40.2337
1 Model_1_goa_re_2019.dat 2021 1.2086 1.4521 1.2086 12.3959 0.0399647 40.4859
1 Model_1_goa_re_2019.dat 2022 1.19405 1.43459 1.19405 12.1687 0.0399647 39.9458
1 Model_1_goa_re_2019.dat 2023 1.16444 1.39904 1.16444 11.9719 0.0399647 39.4238
1 Model_1_goa_re_2019.dat 2024 1.14918 1.38073 1.14918 11.7882 0.0399647 38.9754
1 Model_1_goa_re_2019.dat 2025 1.15145 1.38347 1.15145 11.642 0.0399647 38.4885
1 Model_1_goa_re_2019.dat 2026 1.1773 1.41445 1.1773 11.5087 0.0399647 38.0013
1 Model_1_goa_re_2019.dat 2027 1.14665 1.37763 1.14665 11.3701 0.0399647 37.4746
1 Model_1_goa_re_2019.dat 2028 1.1171 1.34215 1.1171 11.2253 0.0399647 37.0045
1 Model_1_goa_re_2019.dat 2029 1.09543 1.31612 1.09543 11.0733 0.0399647 36.6209
1 Model_1_goa_re_2019.dat 2030 1.07629 1.29312 1.07629 10.9249 0.0399647 36.2412
1 Model_1_goa_re_2019.dat 2031 1.05656 1.26943 1.05656 10.7872 0.0399647 35.883
1 Model_1_goa_re_2019.dat 2032 1.04392 1.25427 1.04392 10.6449 0.0399647 35.5287
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44295 0.418805 12.4609 0.0137612 40.0978
1 Model_1_goa_re_2019.dat 2021 1.20859 1.45209 1.20859 12.3959 0.0399647 40.2537
1 Model_1_goa_re_2019.dat 2022 1.19401 1.43455 1.19401 12.1687 0.0399647 39.5953
1 Model_1_goa_re_2019.dat 2023 1.16432 1.39889 1.16432 11.9719 0.0399647 38.9477
1 Model_1_goa_re_2019.dat 2024 1.1488 1.38027 1.1488 11.7879 0.0399647 38.3547
1 Model_1_goa_re_2019.dat 2025 1.15049 1.38231 1.15049 11.6412 0.0399647 37.7634
1 Model_1_goa_re_2019.dat 2026 1.17538 1.41213 1.17538 11.5069 0.0399647 37.1823
1 Model_1_goa_re_2019.dat 2027 1.14375 1.37414 1.14375 11.3648 0.0399647 36.535
1 Model_1_goa_re_2019.dat 2028 1.11386 1.33824 1.11386 11.2119 0.0399647 35.9253
1 Model_1_goa_re_2019.dat 2029 1.0922 1.31222 1.0922 11.0454 0.0399647 35.3328
1 Model_1_goa_re_2019.dat 2030 1.07274 1.28884 1.07274 10.8705 0.0399647 34.8511
1 Model_1_goa_re_2019.dat 2031 1.05062 1.26226 1.05062 10.6923 0.0399647 34.4121
1 Model_1_goa_re_2019.dat 2032 1.02794 1.23501 1.02794 10.4948 0.0399647 34.0108
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.790419 12.477 0.0258654 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20099 1.44296 0.418805 12.4609 0.0137612 40.2109
1 Model_1_goa_re_2019.dat 2021 1.20859 1.4521 1.20859 12.3959 0.0399647 40.4602
