item,2021,2022
M (natural mortality),0.0359548,0.0359548
Projected total (age 3+) biomass (t),40340.037000000004,40331.3926
Projected female spawning biomass (t),12497,12507.7
B100%,20658.100000000002,20658.100000000002
B40%,8263.23,8263.23
B35%,7230.33,7230.33
FOFL,0.048207,0.048207
maxFABC,0.0399647,0.0399647
FABC,0.0399647,0.0399647
OFL (t),1452.09066,1461.64668
maxABC (t),1208.59068,1216.56348
ABC (t),1208.59068,1216.56348
