Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.424885 8.67785 0.0202855 26.1606
1 Model_1_goa_re_2021.dat 2022 0.786815 0.944888 0.376003 8.62839 0.0180443 26.0771
1 Model_1_goa_re_2021.dat 2023 0.778426 0.934821 0.364902 8.59895 0.0176977 26.021
1 Model_1_goa_re_2021.dat 2024 0.776421 0.93242 0.776421 8.49534 0.0381281 25.9956
1 Model_1_goa_re_2021.dat 2025 0.767026 0.921143 0.767026 8.31068 0.0381281 25.5729
1 Model_1_goa_re_2021.dat 2026 0.766051 0.919944 0.766051 8.13522 0.0381281 25.2041
1 Model_1_goa_re_2021.dat 2027 0.743701 0.893111 0.743701 7.96056 0.0381281 24.8204
1 Model_1_goa_re_2021.dat 2028 0.722546 0.867716 0.722546 7.78663 0.0381281 24.4784
1 Model_1_goa_re_2021.dat 2029 0.705207 0.846901 0.705207 7.61635 0.0381281 24.1644
1 Model_1_goa_re_2021.dat 2030 0.689886 0.828506 0.689886 7.45325 0.0381281 23.896
1 Model_1_goa_re_2021.dat 2031 0.67571 0.811486 0.67571 7.30317 0.0381281 23.6886
1 Model_1_goa_re_2021.dat 2032 0.663954 0.797372 0.663954 7.16274 0.0381281 23.495
1 Model_1_goa_re_2021.dat 2033 0.655031 0.786663 0.655031 7.04412 0.0381281 23.3224
1 Model_1_goa_re_2021.dat 2034 0.650605 0.781359 0.650605 6.94816 0.0381281 23.1547
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.424885 8.67785 0.0202855 26.1606
1 Model_1_goa_re_2021.dat 2022 0.786814 0.944887 0.376003 8.62839 0.0180443 25.9968
1 Model_1_goa_re_2021.dat 2023 0.77842 0.934814 0.364902 8.59895 0.0176978 25.8839
1 Model_1_goa_re_2021.dat 2024 0.776394 0.932389 0.776394 8.49533 0.0381281 25.7885
1 Model_1_goa_re_2021.dat 2025 0.76693 0.921027 0.76693 8.31068 0.0381281 25.2914
1 Model_1_goa_re_2021.dat 2026 0.765751 0.919582 0.765751 8.13502 0.0381281 24.8368
1 Model_1_goa_re_2021.dat 2027 0.74292 0.892169 0.74292 7.96009 0.0381281 24.3922
1 Model_1_goa_re_2021.dat 2028 0.720954 0.865798 0.720954 7.78554 0.0381281 23.9954
1 Model_1_goa_re_2021.dat 2029 0.702918 0.844143 0.702918 7.61322 0.0381281 23.6097
1 Model_1_goa_re_2021.dat 2030 0.687422 0.825536 0.687422 7.4453 0.0381281 23.2584
1 Model_1_goa_re_2021.dat 2031 0.673275 0.808552 0.673275 7.28654 0.0381281 22.9268
1 Model_1_goa_re_2021.dat 2032 0.661407 0.794303 0.661407 7.13031 0.0381281 22.6713
1 Model_1_goa_re_2021.dat 2033 0.651111 0.78194 0.651111 6.98756 0.0381281 22.4492
1 Model_1_goa_re_2021.dat 2034 0.640998 0.769792 0.640998 6.8586 0.0381281 22.2523
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.424885 8.67785 0.0202855 26.1606
1 Model_1_goa_re_2021.dat 2022 0.786815 0.944888 0.376003 8.62839 0.0180443 26.0641
1 Model_1_goa_re_2021.dat 2023 0.778425 0.93482 0.364902 8.59895 0.0176977 26.007
1 Model_1_goa_re_2021.dat 2024 0.776417 0.932416 0.776417 8.49534 0.0381281 25.9809
1 Model_1_goa_re_2021.dat 2025 0.767014 0.921128 0.767014 8.31068 0.0381281 25.5724
1 Model_1_goa_re_2021.dat 2026 0.766015 0.9199 0.766015 8.13519 0.0381281 25.1578
1 Model_1_goa_re_2021.dat 2027 0.743613 0.893004 0.743613 7.96051 0.0381281 24.7758
1 Model_1_goa_re_2021.dat 2028 0.722389 0.867527 0.722389 7.78652 0.0381281 24.432
1 Model_1_goa_re_2021.dat 2029 0.705049 0.846709 0.705049 7.61602 0.0381281 24.1181
1 Model_1_goa_re_2021.dat 2030 0.689798 0.828399 0.689798 7.45231 0.0381281 23.8673
1 Model_1_goa_re_2021.dat 2031 0.675589 0.81134 0.675589 7.30143 0.0381281 23.665
1 Model_1_goa_re_2021.dat 2032 0.663589 0.796933 0.663589 7.1597 0.0381281 23.5175
1 Model_1_goa_re_2021.dat 2033 0.654364 0.785859 0.654364 7.03911 0.0381281 23.3994
1 Model_1_goa_re_2021.dat 2034 0.649474 0.779998 0.649474 6.94042 0.0381281 23.3362
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.424885 8.67785 0.0202855 26.1606
1 Model_1_goa_re_2021.dat 2022 0.786814 0.944887 0.376003 8.62839 0.0180443 26.0085
1 Model_1_goa_re_2021.dat 2023 0.778421 0.934815 0.364902 8.59895 0.0176978 25.94
1 Model_1_goa_re_2021.dat 2024 0.776401 0.932397 0.776401 8.49533 0.0381281 25.8841
1 Model_1_goa_re_2021.dat 2025 0.766957 0.921059 0.766957 8.31068 0.0381281 25.4758
1 Model_1_goa_re_2021.dat 2026 0.765843 0.919693 0.765843 8.13505 0.0381281 25.1087
1 Model_1_goa_re_2021.dat 2027 0.743188 0.892492 0.743188 7.96025 0.0381281 24.7441
1 Model_1_goa_re_2021.dat 2028 0.721606 0.866583 0.721606 7.78592 0.0381281 24.4471
1 Model_1_goa_re_2021.dat 2029 0.704174 0.845656 0.704174 7.6143 0.0381281 24.1813
1 Model_1_goa_re_2021.dat 2030 0.689331 0.827837 0.689331 7.44819 0.0381281 23.9439
1 Model_1_goa_re_2021.dat 2031 0.675767 0.811555 0.675767 7.29329 0.0381281 23.7006
1 Model_1_goa_re_2021.dat 2032 0.664355 0.797856 0.664355 7.14467 0.0381281 23.5006
1 Model_1_goa_re_2021.dat 2033 0.654514 0.786041 0.654514 7.01579 0.0381281 23.2966
1 Model_1_goa_re_2021.dat 2034 0.646065 0.775896 0.646065 6.90831 0.0381281 23.0955
1 Model_1_goa_re_2021.dat 2021 0.791748 0.950818 0.424885 8.67785 0.0202855 26.1606
1 Model_1_goa_re_2021.dat 2022 0.786814 0.944887 0.376003 8.62839 0.0180443 26.0074
