Alt Stock Year ABC OFL Catch SSB F Total_Biom
1 Model_1_goa_re_2019.dat 2019 1.21299 1.45735 0.803114 12.4748 0.0262862 40.2895
1 Model_1_goa_re_2019.dat 2020 1.20051 1.44238 0.596948 12.4257 0.0196787906 40.122281
1 Model_1_goa_re_2019.dat 2021 1.20138978 1.4434387 0.586048 12.4246 0.019302082 40.1494682
1 Model_1_goa_re_2019.dat 2022 1.21048778 1.45434726 1.21048778 12.3394 0.0399647 40.1711466
1 Model_1_goa_re_2019.dat 2023 1.17991458 1.4176323 1.17991458 12.1368 0.0399647 39.5577538
1 Model_1_goa_re_2019.dat 2024 1.16360536 1.39805566 1.16360536 11.9462676 0.0399647 38.9768044
1 Model_1_goa_re_2019.dat 2025 1.16466584 1.39934268 1.16466584 11.7929542 0.0399647 38.414476
1 Model_1_goa_re_2019.dat 2026 1.18915044 1.42868286 1.18915044 11.6519524 0.0399647 37.8589276
1 Model_1_goa_re_2019.dat 2027 1.15716816 1.39026506 1.15716816 11.503732 0.0399647 37.2846038
1 Model_1_goa_re_2019.dat 2028 1.12676738 1.35375406 1.12676738 11.34617 0.0399647 36.7507382
1 Model_1_goa_re_2019.dat 2029 1.1043991 1.32688436 1.1043991 11.1776668 0.0399647 36.2546606
1 Model_1_goa_re_2019.dat 2030 1.08425056 1.30267676 1.08425056 11.0054988 0.0399647 35.7931702
1 Model_1_goa_re_2019.dat 2031 1.06220038 1.2761901 1.06220038 10.8357306 0.0399647 35.3627592
1 Model_1_goa_re_2019.dat 2032 1.04236078 1.25236212 1.04236078 10.6530154 0.0399647 34.9645534
2 Model_1_goa_re_2019.dat 2019 0.608983 1.45735 0.803114 12.4748 0.0262862 40.2895
2 Model_1_goa_re_2019.dat 2020 0.602706212 1.44238 0.596948 12.4257 0.0196787906 40.122281
2 Model_1_goa_re_2019.dat 2021 0.603139094 1.4434387 0.586048 12.4246 0.019302082 40.1494682
2 Model_1_goa_re_2019.dat 2022 0.607730748 1.45434726 0.607730748 12.4411 0.0198704 40.1711466
2 Model_1_goa_re_2019.dat 2023 0.60381163 1.44502032 0.60381163 12.4761 0.0198704 40.1606296
